1 	 0
2 	 8
3 	 9
4 	 0
5 	 0
6 	 0
7 	 0
8 	 0
9 	 0
10 	 0
11 	 0
12 	 1
13 	 1
14 	 2
15 	 2
16 	 3
17 	 6
18 	 6
19 	 7
20 	 7
21 	 8
22 	 13
23 	 10
24 	 19
25 	 18
26 	 23
27 	 41
28 	 24
29 	 45
30 	 37
31 	 53
32 	 71
33 	 60
34 	 60
35 	 70
36 	 87
37 	 101
38 	 122
39 	 91
40 	 129
41 	 201
42 	 159
43 	 168
44 	 162
45 	 217
46 	 240
47 	 320
48 	 283
49 	 275
50 	 348
51 	 336
52 	 344
53 	 634
54 	 363
55 	 358
56 	 412
57 	 738
58 	 655
59 	 593
60 	 539
61 	 1300
62 	 840
63 	 1831
64 	 1012
65 	 653
66 	 977
67 	 1017
68 	 1087
69 	 1155
70 	 1348
71 	 1175
72 	 1260
73 	 1023
74 	 1254
75 	 1584
76 	 1682
77 	 1926
78 	 3710
79 	 1607
80 	 2083
81 	 1774
82 	 3088
83 	 2609
84 	 3587
85 	 2813
86 	 1961
87 	 3630
88 	 3494
89 	 5393
90 	 3274
91 	 3090
92 	 3262
93 	 3741
94 	 3898
95 	 5129
96 	 3808
97 	 5529
98 	 4594
99 	 4285
100 	 4965
