0.1 18.5139234669478 0.919345971370375 0.114367323368156 
0.2 12.6853937757005 0.447567902394997 0.078811219232709 
0.3 8.69179434234256 0.179490243403503 0.0549474787405518 
0.4 5.95545477147844 0.047146781078682 0.0390996585166076 
0.5 4.08056612227278 0.00197229269647185 0.0286970533992957 
0.6 2.79592751807713 0.00978576568474352 0.0219736864055847 
0.7 1.91571719513932 0.0469864983247056 0.0177408484761743 
0.8 1.31261355955195 0.0976837190297678 0.0152168311451543 
0.9 0.899378238651941 0.151542402354026 0.0139008631258909 
1 0.616237132607995 0.202176608576637 0.013480978148222 
1.1 0.422234147197202 0.2459597561745 0.0137677260126554 
1.2 0.289306933363196 0.281150993257458 0.0146473904129567 
1.3 0.198227694864589 0.307260039706214 0.0160497767606341 
1.4 0.135821905664454 0.324590930349219 0.0179267476406513 
1.5 0.0930626271516984 0.333919110574534 0.0202385672338867 
1.6 0.0637647699758538 0.336267195023698 0.0229458137198679 
1.7 0.0436904266999231 0.332753087743338 0.0260051667846325 
1.8 0.0299358624824364 0.324490621733889 0.0293678056070897 
1.9 0.0205114925684377 0.312527834303773 0.0329794852266515 
2 0.014054090729202 0.297811787153155 0.0367816155815908 
2.1 0.0096295998726379 0.281171729231207 0.0407128635829918 
2.2 0.00659802156495494 0.263314591456412 0.0447109471197407 
2.3 0.00452084086020127 0.244828455611611 0.0487144011389123 
2.4 0.00309759552648642 0.226190879936167 0.0526641781360185 
2.5 0.00212241446722404 0.207779888126146 0.0565050050848591 
2.6 0.00145423866097568 0.189886111803156 0.0601864612555325 
2.7 0.000996417106901066 0.172725077146875 0.0636637706414364 
2.8 0.000682726348547884 0.156448989107205 0.0668983220938573 
2.9 0.000467791313269581 0.141157625841343 0.0698579422921598 
3 0.000320521850717956 0.126908138110247 0.0725169533393196 
3.1 0.000219615571887414 0.113723673410477 0.0748560495958409 
3.2 0.000150476478615734 0.101600827862363 0.0768620285204951 
3.3 0.000103103666201773 0.0905159818411467 0.078527408660541 
3.4 7.06447019629755E-05 0.080430606671351 0.0798499651905833 
3.5 4.84044273039811E-05 0.0712956458544498 0.0808322100267979 
3.6 3.31658074494296E-05 0.0630550800370164 0.0814808398950413 
3.7 2.27245903946925E-05 0.0556487837478726 0.0818061720559895 
3.8 1.55704639301774E-05 0.0490147763725512 0.0818215838567398 
3.9 1.06685904031774E-05 0.0430909617025673 0.0815429689948667 
4 7.30991842639806E-06 0.0378164409667006 0.0809882204115218 
4.1 5.00861926282961E-06 0.033132474393269 0.0801767471057735 
4.2 3.43181215667123E-06 0.0289831566445852 0.0791290298905176 
4.3 2.3514134456335E-06 0.0253158622732427 0.077866219182178 
4.4 1.61114447408132E-06 0.0220815088883303 0.0764097763124921 
4.5 1.10392603273707E-06 0.0192346780950926 0.0747811585446889 
4.6 7.5638945194501E-07 0.016733627517633 0.0730015469384436 
4.7 5.18263892731246E-07 0.0145402213160194 0.0710916154068447 
4.8 3.55104717309663E-07 0.0126198015208337 0.0690713387131478 
4.9 2.43311104678803E-07 0.0109410181660522 0.0669598367354497 
5 1.66712214099918E-07 0.00947563253238182 0.0647752520557243 
5.1 1.14228088219757E-07 0.00819830474224849 0.0625346577803877 
5.2 7.82669476785925E-08 0.0070863744002587 0.06025399244979 
5.3 5.36270473785625E-08 0.00611964087879446 0.0579480189234648 
5.4 3.6744248956181E-08 0.00528014814253903 0.0556303042189143 
5.5 2.51764715260742E-08 0.00455197762948614 0.0533132174189222 
5.6 1.72504469817609E-08 0.00392105160713788 0.0510079429329396 
5.7 1.18196833405489E-08 0.00337494855528702 0.0487245065911139 
5.8 8.09862575842589E-09 0.00290273145119414 0.0464718122560804 
5.9 5.54902676199732E-09 0.00249478931487094 0.0442576868504093 
6 3.80208925857902E-09 0.00214269198239259 0.0420889319107666 
6.1 2.60512038420925E-09 0.00183905778901984 0.0399713799888604 
6.2 1.78497971895563E-09 0.00157743364072189 0.0379099544206161 
6.3 1.22303468829907E-09 0.00135218681522219 0.0359087311762229 
6.4 8.38000473001443E-10 0.00115840774769197 0.033971001682923 
6.5 5.74182236586673E-10 0.000991823009992668 0.0320993356785458 
6.6 3.93418919718325E-10 0.000848717676387897 0.0302956433061901 
6.7 2.69563278920716E-10 0.000725866275200468 0.0285612357989294 
6.8 1.8469971244523E-10 0.000620471548800832 0.0268968842280753 
6.9 1.26552785356882E-10 0.00053011027866918 0.0253028758997653 
7 8.67115994364869E-11 0.00045268547421191 0.0237790680830054 
7.1 5.9413164677729E-11 0.000386384270532082 0.0223249388385026 
7.2 4.07087882124525E-11 0.000329640929151311 0.0209396347924503 
7.3 2.78928996076101E-11 0.000281104385023222 0.0196220157637484 
7.4 1.91116926512254E-11 0.000239609831787488 0.0183706962078063 
7.5 1.30949740304249E-11 0.000204153884172754 0.0171840834859805 
7.6 8.97243106546648E-12 0.000173872901137155 0.0160604130077027 
7.7 6.14774180059492E-12 0.000148024095330728 0.0149977803232883 
7.8 4.21231759497691E-12 0.000125969093541768 0.013994170270078 
7.9 2.88620116076363E-12 0.000107159648846893 0.0130474832937091 
8 1.9775710051699E-12 9.11252382180426E-05 0.0121555590806317 
8.1 1.35499463227087E-12 7.74623094159739E-05 0.0113161976481291 
8.2 9.28416956297923E-13 6.58249682362458E-05 0.0105271780446607 
8.3 6.36133918329202E-13 5.59169217213817E-05 0.00978627481686045 
8.4 4.35867052302099E-13 4.74845149838856E-05 0.00909127240047459 
8.5 2.9864794473073E-13 4.03107189823988E-05 0.00843997759135276 
8.6 2.04627980988274E-13 3.42099441446131E-05 0.00783023024969406 
8.7 1.40207261901938E-13 2.90235703211713E-05 0.00725991238644469 
8.8 9.60673911509946E-14 2.4616097364696E-05 0.00672695577534033 
8.9 6.58235780184695E-14 2.08718328291299E-05 0.00622934822785011 
9 4.51010834294801E-14 1.7692044038603E-05 0.00576513866143309 
9.1 3.09024180657908E-14 1.49925112329046E-05 0.00533244108425708 
9.2 2.11737583600642E-14 1.27014267976716E-05 0.00492943761201883 
9.3 1.45078628518942E-14 1.07575928593684E-05 0.00455438062488024 
9.4 9.94051603641394E-15 9.1088758843745E-06 0.00420559416491526 
9.5 6.81105549996989E-15 7.7108824734452E-06 0.00388147466693799 
9.6 4.66680772444135E-15 6.52582538246817E-06 0.00358049110823316 
9.7 3.19760928933877E-15 5.5215530130874E-06 0.00330118465559351 
9.8 2.19094202525551E-15 4.67071927863612E-06 0.00304216788123325 
9.9 1.5011924608911E-15 3.95007392983372E-06 0.00280212361262601 
10 1.02858897161985E-15 3.33985618117087E-06 0.00257980347513436 
10.1 7.04769907990315E-16 2.82327686624713E-06 0.00237402618047189 
10.2 4.82895147540288E-16 2.38607641571166E-06 0.00218367560857634 
10.3 3.30870715213852E-16 2.01614773645475E-06 0.00200769872537558 
10.4 2.26706420107467E-16 1.70321461185209E-06 0.00184510337419511 
10.5 1.55334995074208E-16 1.43855757223341E-06 0.00169495597417915 
10.6 1.0643263072685E-16 1.21478033041076E-06 0.00155637915506749 
10.7 7.29256461367664E-17 1.02561086359958E-06 0.00142854935397488 
10.8 4.99672875521929E-17 8.65732071816718E-07 0.00131069439644408 
10.9 3.42366500344901E-17 7.30637672506186E-07 0.00120209108097303 
11 2.34583116876174E-17 6.16509617962266E-07 0.00110206278343268 
11.1 1.60731960246998E-17 5.20113860201587E-07 0.00100997709528001 
11.2 1.10130530231124E-17 4.38711749522682E-07 0.000925243507210843 
11.3 7.54593776517761E-18 3.69984748696218E-07 0.000847311147874094 
11.4 5.1703352954385E-18 3.11970483738179E-07 0.000775666585464215 
11.5 3.5426169548627E-18 2.63008442476541E-07 0.000709831698406574 
11.6 2.42733481906927E-18 2.21693880492995E-07 0.000649361619934062 
11.7 1.66316437789827E-18 1.86838706428616E-07 0.000593842760107689 
11.8 1.13956909701084E-18 1.57438300193487E-07 0.000542890907744064 
11.9 7.80811412341066E-19 1.32643372715243E-07 0.000496149413764636 
12 5.34997362811297E-19 1.11736108287534E-07 0.000453287456662175 
12.1 3.66570177755056E-19 9.41099435938353E-08 0.000413998390076793 
12.2 2.51167023540582E-19 7.9252433883867E-08 0.000377998171875258 
12.3 1.72094942639848E-19 6.67307389730925E-08 0.00034502387362271 
12.4 1.17916233049707E-19 5.61793317828757E-08 0.000314832268915187 
12.5 8.07939954733649E-20 4.72895918088492E-08 0.000287198498695341 
